"Compound";"Code";"site";"Rainfallevent";"conc_water"
"1384";"Tebuconazol";"CH58";"M";"3";0.00098184965966548
"1385";"Tebuconazol";"CH80";"L";"B";0.00239065704856966
"1386";"Tebuconazol";"RO12";"L";"1";0.00340046197242734
"1387";"Tebuconazol";"CH90";"S";"B";0.00181949574192681
"1388";"Tebuconazol";"CH50";"F";"3";0.0196710742592923
"1389";"Tebuconazol";"CH67";"A";"B";0.00279923612844127
"1390";"Tebuconazol";"CH34";"L";"2";0.00442897708820112
"1391";"Tebuconazol";"CH66";"T";"3";0.0033565845103802
"1392";"Tebuconazol";"CH40";"R";"2";0.00447699653420838
"1393";"Tebuconazol";"RO9";"H";"1";0.0300999223734585
"1394";"Tebuconazol";"CH82";"M";"B";0.00266844040198385
"1395";"Tebuconazol";"RO11";"K";"1";0.00704361346408989
"1396";"Tebuconazol";"CH23";"C";"2";0.0188644389113685
"1397";"Tebuconazol";"CH61";"P";"3";0.11537589406604
"1398";"Tebuconazol";"RO19";"S";"1";0.0425602668950111
"1399";"Tebuconazol";"CH56";"K";"3";0.00212950392352286
"1400";"Tebuconazol";"CH29";"G";"2";0.0370527822231416
"1401";"Tebuconazol";"CH43";"A";"3";0.00879234161107325
"1402";"Tebuconazol";"CH32";"I";"2";0.0350039975209383
"1403";"Tebuconazol";"CH69";"C";"B";0.00393674438833083
"1404";"Tebuconazol";"CH65";"S";"3";0.00164840328109873
"1405";"Tebuconazol";"CH76";"H";"B";0.00230975194652425
"1406";"Tebuconazol";"CH83";"N";"B";0.00269614058138928
"1407";"Tebuconazol";"CH78";"K";"B";0.00141084401510003
"1408";"Tebuconazol";"CH87";"Q";"B";0.00285779741406414
"1409";"Tebuconazol";"CH70";"D";"B";0.00293961596806747
"1410";"Tebuconazol";"CH51";"G";"3";0.0226924905176948
"1411";"Tebuconazol";"CH47";"D";"3";0.00245995048479372
"1412";"Tebuconazol";"CH49";"E";"3";0.0241986524583225
"1413";"Tebuconazol";"CH37";"O";"2";0.357662136945288
"1414";"Tebuconazol";"CH36";"N";"2";0.00756970077431282
"1415";"Tebuconazol";"CH68";"B";"B";0.00250769309810626
"1416";"Tebuconazol";"CH57";"L";"3";0.000501950595983958
"1417";"Tebuconazol";"CH71";"E";"B";0.00777303876421122
"1418";"Tebuconazol";"CH85";"P";"B";0.0415770353593866
"1419";"Tebuconazol";"CH54";"I";"3";0.00199455357470414
"1420";"Tebuconazol";"CH42";"T";"2";0.00496035318805201
"1421";"Tebuconazol";"CH30";"H";"2";0.00464181114107028
"1422";"Tebuconazol";"CH60";"N";"3";0.00329563619278046
"1423";"Tebuconazol";"RO15";"O";"1";0.0440189395535393
"1424";"Tebuconazol";"CH27";"E";"2";0.00210198899950112
"1425";"Tebuconazol";"CH88";"R";"B";0.00705392567943137
"1426";"Tebuconazol";"RO17";"Q";"1";0.0302397743501887
"1427";"Tebuconazol";"CH74";"G";"B";0.0143971090558311
"1428";"Tebuconazol";"CH38";"P";"2";0.242704604132304
"1429";"Tebuconazol";"RO14";"N";"1";0.00584148465676642
"1430";"Tebuconazol";"CH39";"Q";"2";0.00798868497848641
"1431";"Tebuconazol";"RO6";"E";"1";0.00115899164205275
"1432";"Tebuconazol";"CH44";"B";"3";0.00661296481889222
"1433";"Tebuconazol";"CH77";"I";"B";0.0246944017526486
"1434";"Tebuconazol";"CH72";"F";"B";0.0114871831401655
"1435";"Tebuconazol";"CH28";"F";"2";0.0072286790742946
"1436";"Tebuconazol";"CH53";"H";"3";0.0067365919241748
"1437";"Tebuconazol";"CH63";"R";"3";0.00922671035467933
"1438";"Tebuconazol";"CH93";"T";"B";0.00554964381222796
"1439";"Tebuconazol";"CH33";"K";"2";0.0223369400926248
"1440";"Tebuconazol";"CH41";"S";"2";0.00616868931267046
"1441";"Tebuconazol";"RO18";"R";"1";0.032028456705428
"1442";"Tebuconazol";"RO3";"C";"1";0.0212111419443625
"1443";"Tebuconazol";"CH21";"A";"2";0.00353141967122852
"1444";"Tebuconazol";"RO16";"P";"1";0.0548310685063814
"1445";"Tebuconazol";"CH35";"M";"2";0.0191548899613655
"1446";"Tebuconazol";"CH84";"O";"B";0.0920914056511662
"1447";"Tebuconazol";"RO13";"M";"1";0.0101097784836191
"1448";"Tebuconazol";"CH62";"Q";"3";0.00261091890065384
"1449";"Tebuconazol";"CH46";"C";"3";0.0131292061611242
"1450";"Tebuconazol";"CH25";"D";"2";0.00833021298531912
"1473";"Terbutryn";"CH87";"Q";"B";0.000659730707824968
"1474";"Terbutryn";"CH82";"M";"B";0.000169102733313186
"1475";"Terbutryn";"CH43";"A";"3";0.000552539574266226
"1476";"Terbutryn";"CH23";"C";"2";0.00328451100806826
"1477";"Terbutryn";"CH76";"H";"B";0.00088295460180646
"1478";"Terbutryn";"CH90";"S";"B";0.000681797235269911
"1479";"Terbutryn";"CH32";"I";"2";0.00237738682658657
"1480";"Terbutryn";"CH27";"E";"2";0.000808750288862643
"1481";"Terbutryn";"CH50";"F";"3";0.000706397029686444
"1482";"Terbutryn";"RO6";"E";"1";0.0062429858373703
"1483";"Terbutryn";"CH78";"K";"B";0.00016888012121771
"1484";"Terbutryn";"CH72";"F";"B";0.00371258872212306
"1485";"Terbutryn";"CH41";"S";"2";0.000766801308803701
"1486";"Terbutryn";"CH34";"L";"2";8.37087042098102e-05
"1487";"Terbutryn";"CH42";"T";"2";0.00145741491974157
"1488";"Terbutryn";"CH36";"N";"2";0.00048929638156975
"1489";"Terbutryn";"CH25";"D";"2";0.000571088614084337
"1490";"Terbutryn";"CH28";"F";"2";0.00048170427606607
"1491";"Terbutryn";"CH29";"G";"2";0.00144382290951554
"1492";"Terbutryn";"CH44";"B";"3";9.01801933733478e-05
"1493";"Terbutryn";"CH67";"A";"B";0.000476155965543387
"1494";"Terbutryn";"CH35";"M";"2";0.000165086549246745
"1495";"Terbutryn";"CH88";"R";"B";0.00239078732970225
"1496";"Terbutryn";"CH40";"R";"2";0.000498944289326793
"1497";"Terbutryn";"CH74";"G";"B";0.00293877431511861
"1498";"Terbutryn";"CH70";"D";"B";0.00154284263970973
"1499";"Terbutryn";"CH51";"G";"3";0.0023573818567555
"1500";"Terbutryn";"CH39";"Q";"2";0.00133006716794343
"1501";"Terbutryn";"RO10";"I";"1";0.00334863132383885
"1502";"Terbutryn";"CH22";"B";"2";9.00425101704266e-05
"1503";"Terbutryn";"CH21";"A";"2";0.00059180264158937
"1504";"Terbutryn";"CH58";"M";"3";8.81466454302448e-05
"1505";"Terbutryn";"CH65";"S";"3";0.00096864374150249
"1506";"Terbutryn";"CH71";"E";"B";0.000422929213319447
"1507";"Terbutryn";"CH47";"D";"3";0.00104399355878737
"1508";"Terbutryn";"CH66";"T";"3";0.00172586271155516
"1509";"Terbutryn";"CH93";"T";"B";0.00099645089360682
"1510";"Terbutryn";"CH37";"O";"2";0.000327926974125398
"1511";"Terbutryn";"CH54";"I";"3";0.00509335512063009
"1512";"Terbutryn";"CH68";"B";"B";0.000245597386365968
"1513";"Terbutryn";"RO16";"P";"1";0.0109279947787171
"1514";"Terbutryn";"RO3";"C";"1";0.00428457119366827
"1515";"Terbutryn";"CH69";"C";"B";0.000897157309553868
"1516";"Terbutryn";"CH46";"C";"3";0.0015808300714578
"1517";"Terbutryn";"CH62";"Q";"3";0.00104474603445877
"1518";"Terbutryn";"CH33";"K";"2";0.000802129457991375
"1519";"Terbutryn";"CH56";"K";"3";0.000254904778195932
"1520";"Terbutryn";"CH63";"R";"3";0.00762071131222571
"1521";"Terbutryn";"CH49";"E";"3";0.000955882815194427
"1522";"Terbutryn";"CH84";"O";"B";0.000165352167741686
"1523";"Terbutryn";"CH57";"L";"3";4.63506923691588e-05
"1524";"Terbutryn";"CH30";"H";"2";0.000970282184796197
"1525";"Terbutryn";"CH61";"P";"3";0.00605942955350972
"1526";"Terbutryn";"CH77";"I";"B";0.010298171092671
"1527";"Terbutryn";"CH83";"N";"B";0.000497929412463427
"1528";"Terbutryn";"CH85";"P";"B";0.00394772500142726
"1529";"Terbutryn";"CH38";"P";"2";0.00686355888536797
"1530";"Terbutryn";"RO8";"G";"1";0.00152165908054111
"1531";"Terbutryn";"CH60";"N";"3";0.000726224904050349
"1532";"Terbutryn";"CH53";"H";"3";0.00059072026571254
"1533";"Terbutylazin";"RO13";"M";"1";0.273289849034762
"1534";"Terbutylazin";"RO6";"E";"1";0.00894807435007859
"1535";"Terbutylazin";"CH90";"S";"B";0.0824740217019833
"1536";"Terbutylazin";"CH60";"N";"3";0.122833996260008
"1537";"Terbutylazin";"RO1";"A";"1";0.00148402828765683
"1538";"Terbutylazin";"CH62";"Q";"3";0.0235935374288135
"1539";"Terbutylazin";"CH40";"R";"2";0.0406888332717298
"1540";"Terbutylazin";"CH84";"O";"B";0.0296657788098235
"1541";"Terbutylazin";"CH37";"O";"2";0.0303080492733172
"1542";"Terbutylazin";"RO15";"O";"1";0.0727957214850084
"1543";"Terbutylazin";"CH47";"D";"3";0.0392942404059158
"1544";"Terbutylazin";"CH32";"I";"2";0.258500727178463
"1545";"Terbutylazin";"CH63";"R";"3";0.0126094933096659
"1546";"Terbutylazin";"CH71";"E";"B";0.110367408078959
"1547";"Terbutylazin";"CH33";"K";"2";0.095939857346532
"1548";"Terbutylazin";"CH23";"C";"2";0.379456134009652
"1549";"Terbutylazin";"CH25";"D";"2";0.283868600836544
"1550";"Terbutylazin";"CH49";"E";"3";0.359052109512936
"1551";"Terbutylazin";"CH36";"N";"2";0.257146530368672
"1552";"Terbutylazin";"CH61";"P";"3";1.94279461630307
"1553";"Terbutylazin";"CH69";"C";"B";0.0975507285224299
"1554";"Terbutylazin";"CH74";"G";"B";0.798855374497765
"1555";"Terbutylazin";"RO7";"F";"1";0.0848543166875169
"1556";"Terbutylazin";"CH41";"S";"2";0.222337897740441
"1557";"Terbutylazin";"CH67";"A";"B";0.00509110329041631
"1558";"Terbutylazin";"CH56";"K";"3";0.147821846043785
"1559";"Terbutylazin";"CH29";"G";"2";1.10817454601189
"1560";"Terbutylazin";"CH66";"T";"3";0.893611744822802
"1561";"Terbutylazin";"RO19";"S";"1";0.0467390173703542
"1562";"Terbutylazin";"CH38";"P";"2";0.71075836915452
"1563";"Terbutylazin";"CH85";"P";"B";0.272407716427831
"1564";"Terbutylazin";"CH83";"N";"B";0.0514343556032238
"1565";"Terbutylazin";"CH51";"G";"3";0.949353792799963
"1566";"Terbutylazin";"CH46";"C";"3";0.425198146731001
"1567";"Terbutylazin";"CH39";"Q";"2";0.0195665566719898
"1568";"Terbutylazin";"CH76";"H";"B";0.235652130549451
"1569";"Terbutylazin";"RO12";"L";"1";0.00109540463642568
"1570";"Terbutylazin";"CH65";"S";"3";0.105323672510954
"1571";"Terbutylazin";"CH34";"L";"2";0.0163834379838172
"1572";"Terbutylazin";"RO9";"H";"1";0.352589466760585
"1573";"Terbutylazin";"RO2";"B";"1";0.00180101648119383
"1574";"Terbutylazin";"CH80";"L";"B";0.00749786533375165
"1575";"Terbutylazin";"CH22";"B";"2";0.00881154412321869
"1576";"Terbutylazin";"RO10";"I";"1";0.0424791719357006
"1577";"Terbutylazin";"CH70";"D";"B";0.0706349978497468
"1578";"Terbutylazin";"CH58";"M";"3";0.47922306305483
"1579";"Terbutylazin";"CH87";"Q";"B";0.0127528158832052
"1580";"Terbutylazin";"RO8";"G";"1";0.0153198856532351
"1581";"Terbutylazin";"CH93";"T";"B";0.27989701441469
"1582";"Terbutylazin";"CH30";"H";"2";0.568086753176071
"1583";"Terbutylazin";"CH54";"I";"3";0.337481917131532
"1584";"Terbutylazin";"CH28";"F";"2";0.130943042435841
"1585";"Terbutylazin";"CH21";"A";"2";0.00836531249067394
"1586";"Terbutylazin";"CH43";"A";"3";0.0120158722295752
"1587";"Terbutylazin";"CH88";"R";"B";0.0928420735420352
"1588";"Terbutylazin";"CH35";"M";"2";0.23335491858353
"1589";"Terbutylazin";"CH42";"T";"2";0.140861596379046
"1590";"Terbutylazin";"CH53";"H";"3";0.192692602488667
"1591";"Terbutylazin";"CH82";"M";"B";0.239031918376166
"1592";"Terbutylazin";"RO11";"K";"1";0.030558758708406
"1593";"Terbutylazin";"RO14";"N";"1";0.00242604649974981
"1594";"Terbutylazin";"CH57";"L";"3";0.0260392569135481
"1595";"Terbutylazin";"CH72";"F";"B";0.448534908464699
"1596";"Terbutylazin";"RO17";"Q";"1";0.00837265444502139
"1597";"Terbutylazin";"RO4";"D";"1";0.0186498309859142
"1598";"Terbutylazin";"CH44";"B";"3";0.0156889204926405
"1599";"Terbutylazin";"CH27";"E";"2";0.170599634334347
"1600";"Terbutylazin";"RO3";"C";"1";0.155291621992282
"1601";"Terbutylazin";"CH78";"K";"B";0.0422345902656169
"1602";"Terbutylazin";"CH77";"I";"B";0.401244626770494
"1603";"Terbutylazin";"CH68";"B";"B";0.0081894027618966
"1604";"Terbutylazin";"RO16";"P";"1";0.0353259099199339
"1605";"Terbutylazin";"CH50";"F";"3";1.53617529809259
"1652";"Thiacloprid";"CH74";"G";"B";0.00718434385494894
"1653";"Thiacloprid";"CH66";"T";"3";0.00604264625351764
"1654";"Thiacloprid";"CH70";"D";"B";0.00343754120709023
"1655";"Thiacloprid";"CH29";"G";"2";0.00274384319918293
"1656";"Thiacloprid";"CH69";"C";"B";0.0172633787929342
"1657";"Thiacloprid";"CH32";"I";"2";0.000821941006157191
"1658";"Thiacloprid";"CH60";"N";"3";0.00440474724607967
"1659";"Thiacloprid";"CH33";"K";"2";0.0013403925622245
"1660";"Thiacloprid";"CH84";"O";"B";0.00626303868346003
"1661";"Thiacloprid";"CH83";"N";"B";0.0231128139371698
"1662";"Thiacloprid";"CH21";"A";"2";0.00310805777691277
"1663";"Thiacloprid";"CH67";"A";"B";0.00309429922107293
"1664";"Thiacloprid";"CH44";"B";"3";0.00040185320629014
"1665";"Thiacloprid";"CH36";"N";"2";0.00299799550828928
"1666";"Thiacloprid";"CH27";"E";"2";0.00108116500257
"1667";"Thiacloprid";"CH56";"K";"3";0.000283971176444011
"1668";"Thiacloprid";"CH43";"A";"3";0.002813919125574
"1669";"Thiacloprid";"CH65";"S";"3";0.00539548345810453
"1670";"Thiacloprid";"CH62";"Q";"3";0.00250681159406486
"1671";"Thiacloprid";"CH50";"F";"3";0.00577094020948925
"1672";"Thiacloprid";"CH61";"P";"3";0.0121160611902733
"1673";"Thiacloprid";"CH40";"R";"2";0.00101903658302794
"1674";"Thiacloprid";"CH42";"T";"2";0.000992201034355461
"1675";"Thiacloprid";"CH77";"I";"B";0.00430217086519218
"1676";"Thiacloprid";"CH78";"K";"B";0.00056441178199498
"1677";"Thiacloprid";"CH41";"S";"2";0.000664407705107371
"1678";"Thiacloprid";"CH30";"H";"2";0.000997774120683141
"1679";"Thiacloprid";"CH63";"R";"3";0.000645954617280425
"1680";"Thiacloprid";"CH72";"F";"B";0.00735276352237572
"1681";"Thiacloprid";"CH39";"Q";"2";0.000871607454876002
"1682";"Thiacloprid";"CH28";"F";"2";0.00205709037157353
"1683";"Thiacloprid";"RO6";"E";"1";0.00047419526402308
"1684";"Thiacloprid";"CH80";"L";"B";0.000462768633691985
"1685";"Thiacloprid";"CH37";"O";"2";0.219191988371131
"1686";"Thiacloprid";"CH90";"S";"B";0.00161402573258155
"1687";"Thiacloprid";"CH49";"E";"3";0.00261379797526793
"1688";"Thiacloprid";"CH35";"M";"2";0.000183911113539999
"1689";"Thiacloprid";"CH93";"T";"B";0.00185012441723576
"1690";"Thiacloprid";"CH88";"R";"B";0.00361462123047085
"1691";"Thiacloprid";"RO3";"C";"1";0.00509134317961465
"1692";"Thiacloprid";"CH46";"C";"3";0.0139033396064003
"1693";"Thiacloprid";"CH51";"G";"3";0.0116719576433112
"1694";"Thiacloprid";"CH82";"M";"B";0.00357931988060546
"1695";"Thiacloprid";"CH87";"Q";"B";0.00898282955434633
"1696";"Thiacloprid";"CH76";"H";"B";0.0053652902816819
"1697";"Thiacloprid";"CH54";"I";"3";0.00709267817520427
"1698";"Thiacloprid";"CH71";"E";"B";0.00150769657104253
"1699";"Thiacloprid";"CH85";"P";"B";0.00659681698122809
"1700";"Thiacloprid";"CH68";"B";"B";0.0030096272480519
"1701";"Thiacloprid";"CH38";"P";"2";0.043692570895688
"1702";"Thiacloprid";"CH53";"H";"3";0.00451254298597561
"1703";"Thiacloprid";"CH58";"M";"3";0.00049098935648785
"1704";"Thiacloprid";"CH23";"C";"2";0.0274427904492102
"1705";"Thiacloprid";"CH22";"B";"2";0.000401239674266349
"1706";"Thiamethoxam";"CH62";"Q";"3";0.0194116622509347
"1707";"Thiamethoxam";"CH41";"S";"2";0.0013719693971948
"1708";"Thiamethoxam";"CH85";"P";"B";0.010238408475605
"1709";"Thiamethoxam";"CH71";"E";"B";0.00204311601221684
"1710";"Thiamethoxam";"CH27";"E";"2";0.000976741859524961
"1711";"Thiamethoxam";"CH78";"K";"B";0.00101979737074939
"1712";"Thiamethoxam";"CH88";"R";"B";0.00171868788406665
"1713";"Thiamethoxam";"CH51";"G";"3";0.00861145137730302
"1714";"Thiamethoxam";"CH66";"T";"3";0.00363934923536658
"1715";"Thiamethoxam";"CH68";"B";"B";0.00115349210730796
"1716";"Thiamethoxam";"CH70";"D";"B";0.00294208108801076
"1717";"Thiamethoxam";"CH40";"R";"2";0.00251076557904421
"1718";"Thiamethoxam";"CH69";"C";"B";0.00295503426443868
"1719";"Thiamethoxam";"RO3";"C";"1";0.000574950168674018
"1720";"Thiamethoxam";"RO8";"G";"1";0.00521825779729789
"1721";"Thiamethoxam";"RO11";"K";"1";0.000282851116635575
"1722";"Thiamethoxam";"CH56";"K";"3";0.0010261765198544
"1723";"Thiamethoxam";"CH46";"C";"3";0.00586156699728986
"1724";"Thiamethoxam";"CH74";"G";"B";0.0062439789818244
"1725";"Thiamethoxam";"CH54";"I";"3";0.00080095494829576
"1726";"Thiamethoxam";"RO17";"Q";"1";0.0077497082966484
"1727";"Thiamethoxam";"CH63";"R";"3";0.000666932336931738
"1728";"Thiamethoxam";"CH35";"M";"2";0.00265837214633273
"1729";"Thiamethoxam";"CH83";"N";"B";0.00217157075215995
"1730";"Thiamethoxam";"CH65";"S";"3";0.00113735219982292
"1731";"Thiamethoxam";"CH58";"M";"3";0.00283883318263799
"1732";"Thiamethoxam";"CH50";"F";"3";0.0173785341368648
"1733";"Thiamethoxam";"RO4";"D";"1";0.000169792500454924
"1734";"Thiamethoxam";"CH28";"F";"2";0.0109888505018564
"1735";"Thiamethoxam";"RO7";"F";"1";0.00756320222347005
"1736";"Thiamethoxam";"CH93";"T";"B";0.00217286181771714
"1737";"Thiamethoxam";"CH38";"P";"2";0.00279597381961746
"1738";"Thiamethoxam";"RO16";"P";"1";0.0010701024566093
"1739";"Thiamethoxam";"RO6";"E";"1";0.000856791262867103
"1740";"Thiamethoxam";"CH72";"F";"B";0.0763899560491157
"1741";"Thiamethoxam";"CH23";"C";"2";0.00702447322831371
"1742";"Thiamethoxam";"CH87";"Q";"B";0.00737748432297303
"1743";"Thiamethoxam";"CH82";"M";"B";0.00476532762226475
"1744";"Thiamethoxam";"CH67";"A";"B";0.02555830586817
"1745";"Thiamethoxam";"CH43";"A";"3";0.00413097719884627
"1746";"Thiamethoxam";"CH42";"T";"2";0.00260762292127546
"1747";"Thiamethoxam";"CH33";"K";"2";0.00129166102181355
"1748";"Thiamethoxam";"CH21";"A";"2";0.00697713003680397
"1749";"Thiamethoxam";"CH60";"N";"3";0.00308600290511577
"1750";"Thiamethoxam";"CH61";"P";"3";0.00547292231480623
"1751";"Thiamethoxam";"CH32";"I";"2";0.000660048649057412
"1752";"Thiamethoxam";"RO2";"B";"1";0.000574833245305259
"1753";"Thiamethoxam";"CH49";"E";"3";0.00244880444924993
"1754";"Thiamethoxam";"CH36";"N";"2";0.00213392036051417
"1755";"Thiamethoxam";"CH47";"D";"3";0.00113153139461953
"1756";"Thiamethoxam";"CH39";"Q";"2";0.0135436962246436
"1757";"Thiamethoxam";"CH76";"H";"B";0.00597807713543796
"1758";"Thiamethoxam";"CH22";"B";"2";0.00108745913332335
"1759";"Thiamethoxam";"CH30";"H";"2";0.000600936796699437
"1760";"Thiamethoxam";"CH77";"I";"B";0.00621864061211485
"1761";"Thiamethoxam";"CH90";"S";"B";0.00205854609441015
"1762";"Thiamethoxam";"CH29";"G";"2";0.00461575631526431
"1763";"Thiamethoxam";"CH53";"H";"3";0.00135890131380841
"1764";"Thiamethoxam";"CH44";"B";"3";0.000363040652476619
"1813";"Trifloxystrobin";"CH61";"P";"3";0.0108171310490871
"1814";"Trifloxystrobin";"CH38";"P";"2";0.0779277568597971
"1815";"Trifloxystrobin";"CH85";"P";"B";0.000579236116034779
